StateFIPS,State,CountyFIPS,County,Start Year,End Year,Value,Data Comment,Status,PWS ID,CWS Name,Population Served,,Contaminant
01,Alabama,01001,Autauga,2013,2015,20,,Detected (2),AL0000017,Waterworks Board of Prattville,39603,,PFHpA
01,Alabama,01021,Chilton,2013,2015,20,,Detected (2),AL0000213,Clanton Water Department,13500,,PFOA
01,Alabama,01021,Chilton,2013,2015,10,,Detected (2),AL0000213,Clanton Water Department,13500,,PFHpA
01,Alabama,01033,Colbert,2013,2015,50,,Detected (2),AL0000314,Colbert County Rural Water System,10731,,PFOS
01,Alabama,01033,Colbert,2013,2015,60,,Detected (2),AL0000314,Colbert County Rural Water System,10731,,PFOA
01,Alabama,01043,Cullman,2013,2015,180,,Detected (2),AL0000413,"VAW Water System, Inc.",29985,,PFOS
01,Alabama,01043,Cullman,2013,2015,90,,Detected (2),AL0000413,"VAW Water System, Inc.",29985,,PFOA
01,Alabama,01043,Cullman,2013,2015,20,,Detected (2),AL0000413,"VAW Water System, Inc.",29985,,PFHpA
01,Alabama,01049,DeKalb,2013,2015,70,,Detected (2),AL0001422,Northeast Alabama Water System,42609,,PFOS
01,Alabama,01049,DeKalb,2013,2015,40,,Detected (2),AL0001422,Northeast Alabama Water System,42609,,PFOA
01,Alabama,01049,DeKalb,2013,2015,20,,Detected (2),AL0001422,Northeast Alabama Water System,42609,,PFHpA
01,Alabama,01049,DeKalb,2013,2015,150,,Detected (2),AL0001422,Northeast Alabama Water System,42609,,PFBS
01,Alabama,01051,Elmore,2013,2015,10,,Detected (2),AL0000549,Tri Community Water System,10935,,PFHpA
01,Alabama,01055,Etowah,2013,2015,50,,Detected (2),AL0000577,Gadsden Waterworks & Sewer Board,44637,,PFOS
01,Alabama,01055,Etowah,2013,2015,40,,Detected (2),AL0000577,Gadsden Waterworks & Sewer Board,44637,,PFOA
01,Alabama,01055,Etowah,2013,2015,30,,Detected (2),AL0000577,Gadsden Waterworks & Sewer Board,44637,,PFHpA
01,Alabama,01055,Etowah,2013,2015,60,,Detected (2),AL0000588,Rainbow City Utilities Board,11748,,PFOS
01,Alabama,01055,Etowah,2013,2015,40,,Detected (2),AL0000588,Rainbow City Utilities Board,11748,,PFOA
01,Alabama,01055,Etowah,2013,2015,20,,Detected (2),AL0000588,Rainbow City Utilities Board,11748,,PFHpA
01,Alabama,01055,Etowah,2013,2015,100,,Detected (2),AL0000588,Rainbow City Utilities Board,11748,,PFBS
01,Alabama,01055,Etowah,2013,2015,50,,Detected (2),AL0000591,Southside Waterworks,10998,,PFOS
01,Alabama,01055,Etowah,2013,2015,40,,Detected (2),AL0000591,Southside Waterworks,10998,,PFOA
01,Alabama,01055,Etowah,2013,2015,20,,Detected (2),AL0000591,Southside Waterworks,10998,,PFHpA
01,Alabama,01077,Lauderdale,2013,2015,60,,Detected (2),AL0000783,Florence Water-Wastewater Department,66900,,PFOS
01,Alabama,01077,Lauderdale,2013,2015,20,,Detected (2),AL0000783,Florence Water-Wastewater Department,66900,,PFOA
01,Alabama,01079,Lawrence,2013,2015,90,,Detected (2),AL0000801,West Lawrence Water Co-op,14562,,PFOS
01,Alabama,01079,Lawrence,2013,2015,50,,Detected (2),AL0000801,West Lawrence Water Co-op,14562,,PFOA
01,Alabama,01079,Lawrence,2013,2015,10,,Detected (2),AL0000801,West Lawrence Water Co-op,14562,,PFHpA
01,Alabama,01095,Marshall,2013,2015,20,,Detected (2),AL0000933,Albertville Utilities Board,29991,,PFOA
01,Alabama,01095,Marshall,2013,2015,20,,Detected (2),AL0000933,Albertville Utilities Board,29991,,PFHpA
01,Alabama,01095,Marshall,2013,2015,20,,Detected (2),AL0000936,Boaz Water & Sewer Board,29196,,PFOA
01,Alabama,01095,Marshall,2013,2015,10,,Detected (2),AL0000936,Boaz Water & Sewer Board,29196,,PFHpA
01,Alabama,01103,Morgan,2013,2015,130,,Detected (2),AL0001092,West Morgan - East Lawrence Water Author,26130,,PFOS
01,Alabama,01103,Morgan,2013,2015,100,,Detected (2),AL0001092,West Morgan - East Lawrence Water Author,26130,,PFOA
01,Alabama,01103,Morgan,2013,2015,30,,Detected (2),AL0001092,West Morgan - East Lawrence Water Author,26130,,PFHpA
01,Alabama,01117,Shelby,2013,2015,10,,Detected (2),AL0001671,Shelby County Water System,34647,,PFHpA
04,Arizona,04007,Gila,2013,2015,48,,Detected (2),AZ0404032,PAYSON TOWN OF,17682,,PFOA
04,Arizona,04013,Maricopa,2013,2015,220,,Detected (2),AZ0407046,LIBERTY WATER LPSCO,45298,,PFOS
04,Arizona,04013,Maricopa,2013,2015,50,,Detected (2),AZ0407046,LIBERTY WATER LPSCO,45298,,PFOA
04,Arizona,04013,Maricopa,2013,2015,110,,Detected (2),AZ0407046,LIBERTY WATER LPSCO,45298,,PFHxS
04,Arizona,04013,Maricopa,2013,2015,30,,Detected (2),AZ0407046,LIBERTY WATER LPSCO,45298,,PFHpA
04,Arizona,04013,Maricopa,2013,2015,150,,Detected (2),AZ0407100,TEMPE CITY OF,165000,,PFOS
04,Arizona,04013,Maricopa,2013,2015,50,,Detected (2),AZ0407100,TEMPE CITY OF,165000,,PFOA
04,Arizona,04013,Maricopa,2013,2015,95,,Detected (2),AZ0407100,TEMPE CITY OF,165000,,PFHxS
04,Arizona,04013,Maricopa,2013,2015,13,,Detected (2),AZ0407100,TEMPE CITY OF,165000,,PFHpA
04,Arizona,04015,Mohave,2013,2015,300,,Detected (2),AZ0408001,OATMAN WATER COMPANY,129,,PFOS
04,Arizona,04015,Mohave,2013,2015,32,,Detected (2),AZ0408001,OATMAN WATER COMPANY,129,,PFOA
04,Arizona,04015,Mohave,2013,2015,730,,Detected (2),AZ0408001,OATMAN WATER COMPANY,129,,PFHxS
04,Arizona,04015,Mohave,2013,2015,15,,Detected (2),AZ0408001,OATMAN WATER COMPANY,129,,PFHpA
04,Arizona,04019,Pima,2013,2015,53,,Detected (2),AZ0410076,METROPOLITAN DWID,44998,,PFOS
04,Arizona,04019,Pima,2013,2015,56,,Detected (2),AZ0410112,TUCSON CITY OF,675686,,PFOS
04,Arizona,04019,Pima,2013,2015,420,,Detected (2),AZ0410112,TUCSON CITY OF,675686,,PFHxS
06,California,06001,Alameda,2013,2015,36,,Detected (2),CA0110008,CITY OF PLEASANTON,73067,,PFHxS
06,California,06007,Butte,2013,2015,76,,Detected (2),CA0410002,CAL-WATER SERVICE CO.-CHICO,100435,,PFOS
06,California,06007,Butte,2013,2015,42,,Detected (2),CA0410002,CAL-WATER SERVICE CO.-CHICO,100435,,PFHxS
06,California,06037,Los Angeles,2013,2015,54,,Detected (2),CA1910036,CALIFORNIA WATER SERVICE CO. - ELA,150446,,PFOS
06,California,06037,Los Angeles,2013,2015,53,,Detected (2),CA1910034,"DOWNEY - CITY, WATER DEPT.",111930,,PFOS
06,California,06037,Los Angeles,2013,2015,43,,Detected (2),CA1910098,GSWC - NORWALK,44466,,PFOS
06,California,06037,Los Angeles,2013,2015,51,,Detected (2),CA1910211,LIBERTY UTILITIES - BELLFLOWER-NORWALK,72884,,PFOS
06,California,06037,Los Angeles,2013,2015,65,,Detected (2),CA1910091,MONTEBELLO LAND & WATER CO.,32219,,PFOS
06,California,06037,Los Angeles,2013,2015,45,,Detected (2),CA1910101,ORCHARD DALE WATER DISTRICT,22492,,PFOS
06,California,06037,Los Angeles,2013,2015,21,,Detected (2),CA1910101,ORCHARD DALE WATER DISTRICT,22492,,PFOA
06,California,06037,Los Angeles,2013,2015,62,,Detected (2),CA1910042,"PICO RIVERA - CITY, WATER DEPT.",39000,,PFOS
06,California,06037,Los Angeles,2013,2015,29,,Detected (2),CA1910042,"PICO RIVERA - CITY, WATER DEPT.",39000,,PFOA
06,California,06037,Los Angeles,2013,2015,44,,Detected (2),CA1910125,PICO WD,24100,,PFOS
06,California,06037,Los Angeles,2013,2015,27,,Detected (2),CA1910017,SANTA CLARITA VALLEY W.A.-SANTA CLARITA,120900,,PFOA
06,California,06037,Los Angeles,2013,2015,14,,Detected (2),CA1910017,SANTA CLARITA VALLEY W.A.-SANTA CLARITA,120900,,PFHpA
06,California,06037,Los Angeles,2013,2015,26,,Detected (2),CA1910240,SANTA CLARITA VALLEY W.A.-VALENCIA DIVIS,117251,,PFOA
06,California,06059,Orange,2013,2015,70,,Detected (2),CA3010001,CITY OF ANAHEIM,450000,,PFOS
06,California,06059,Orange,2013,2015,28,,Detected (2),CA3010001,CITY OF ANAHEIM,450000,,PFOA
06,California,06059,Orange,2013,2015,41.2,,Detected (2),CA3010010,CITY OF FULLERTON,138251,,PFOS
06,California,06059,Orange,2013,2015,49.6,,Detected (2),CA3010062,CITY OF GARDEN GROVE,170883,,PFOS
06,California,06059,Orange,2013,2015,65.9,,Detected (2),CA3010027,CITY OF ORANGE,138640,,PFOS
06,California,06059,Orange,2013,2015,29.1,,Detected (2),CA3010027,CITY OF ORANGE,138640,,PFOA
06,California,06059,Orange,2013,2015,11.5,,Detected (2),CA3010027,CITY OF ORANGE,138640,,PFHpA
06,California,06059,Orange,2013,2015,21,,Detected (2),CA3010030,CITY OF SAN JUAN CAPISTRANO,40000,,PFOA
06,California,06059,Orange,2013,2015,47.4,,Detected (2),CA3010037,YORBA LINDA WATER DISTRICT,77513,,PFOS
06,California,06059,Orange,2013,2015,25.9,,Detected (2),CA3010037,YORBA LINDA WATER DISTRICT,77513,,PFOA
06,California,06065,Riverside,2013,2015,46,,Detected (2),CA3310037,"CORONA, CITY OF",155896,,PFOS
06,California,06065,Riverside,2013,2015,42,,Detected (2),CA3310037,"CORONA, CITY OF",155896,,PFOA
06,California,06065,Riverside,2013,2015,13,,Detected (2),CA3310037,"CORONA, CITY OF",155896,,PFHpA
06,California,06065,Riverside,2013,2015,82,,Detected (2),CA3310009,EASTERN MUNICIPAL WD,512711,,PFOS
06,California,06065,Riverside,2013,2015,53,,Detected (2),CA3310009,EASTERN MUNICIPAL WD,512711,,PFOA
06,California,06065,Riverside,2013,2015,120,,Detected (2),CA3310009,EASTERN MUNICIPAL WD,512711,,PFHxS
06,California,06065,Riverside,2013,2015,22,,Detected (2),CA3310009,EASTERN MUNICIPAL WD,512711,,PFHpA
06,California,06065,Riverside,2013,2015,41,,Detected (2),CA3310012,ELSINORE VALLEY MWD,142264,,PFOA
06,California,06065,Riverside,2013,2015,14,,Detected (2),CA3310012,ELSINORE VALLEY MWD,142264,,PFHpA
06,California,06065,Riverside,2013,2015,26,,Detected (2),CA3310025,"NORCO, CITY OF",27160,,PFOA
06,California,06067,Sacramento,2013,2015,156,,Detected (2),CA3410010,CALAM - SUBURBAN ROSEMONT,111768,,PFOS
06,California,06067,Sacramento,2013,2015,31,,Detected (2),CA3410010,CALAM - SUBURBAN ROSEMONT,111768,,PFOA
06,California,06067,Sacramento,2013,2015,85,,Detected (2),CA3410010,CALAM - SUBURBAN ROSEMONT,111768,,PFHxS
06,California,06067,Sacramento,2013,2015,36,,Detected (2),CA3410001,SACRAMENTO SUBURBAN WATER DISTRICT,171200,,PFHxS
06,California,06073,San Diego,2013,2015,28,,Detected (2),CA3710702,CAMP PENDLETON (SOUTH),39400,,PFOA
06,California,06073,San Diego,2013,2015,62,,Detected (2),CA3710702,CAMP PENDLETON (SOUTH),39400,,PFHxS
06,California,06077,San Joaquin,2013,2015,76,,Detected (2),CA3910015,CITY OF LATHROP,12427,,PFOS
06,California,06077,San Joaquin,2013,2015,25,,Detected (2),CA3910015,CITY OF LATHROP,12427,,PFOA
06,California,06079,San Luis Obispo,2013,2015,28,,Detected (2),CA4010002,ATASCADERO MUTUAL WATER CO,30332,,PFOA
06,California,06107,Tulare,2013,2015,120,,Detected (2),CA5410016,CWS - VISALIA,135923,,PFOS
06,California,06107,Tulare,2013,2015,92,,Detected (2),CA5410016,CWS - VISALIA,135923,,PFHxS
06,California,06107,Tulare,2013,2015,13,,Detected (2),CA5410016,CWS - VISALIA,135923,,PFHpA
08,Colorado,08041,El Paso,2013,2015,100,,Detected (2),CO0121275,FOUNTAIN CITY OF,20000,,PFOS
08,Colorado,08041,El Paso,2013,2015,40,,Detected (2),CO0121275,FOUNTAIN CITY OF,20000,,PFOA
08,Colorado,08041,El Paso,2013,2015,190,,Detected (2),CO0121275,FOUNTAIN CITY OF,20000,,PFHxS
08,Colorado,08041,El Paso,2013,2015,20,,Detected (2),CO0121275,FOUNTAIN CITY OF,20000,,PFHpA
08,Colorado,08041,El Paso,2013,2015,"1,300.00",,Detected (2),CO0121775,SECURITY WSD,19000,,PFOS
08,Colorado,08041,El Paso,2013,2015,90,,Detected (2),CO0121775,SECURITY WSD,19000,,PFOA
08,Colorado,08041,El Paso,2013,2015,590,,Detected (2),CO0121775,SECURITY WSD,19000,,PFHxS
08,Colorado,08041,El Paso,2013,2015,70,,Detected (2),CO0121775,SECURITY WSD,19000,,PFHpA
08,Colorado,08041,El Paso,2013,2015,150,,Detected (2),CO0121775,SECURITY WSD,19000,,PFBS
08,Colorado,08041,El Paso,2013,2015,210,,Detected (2),CO0121900,WIDEFIELD WSD,18343,,PFOS
08,Colorado,08041,El Paso,2013,2015,48,,Detected (2),CO0121900,WIDEFIELD WSD,18343,,PFOA
08,Colorado,08041,El Paso,2013,2015,330,,Detected (2),CO0121900,WIDEFIELD WSD,18343,,PFHxS
08,Colorado,08041,El Paso,2013,2015,24,,Detected (2),CO0121900,WIDEFIELD WSD,18343,,PFHpA
10,Delaware,10003,New Castle,2013,2015,"1,800.00",,Detected (2),DE0000552,Artesian Water Company,211494,,PFOS
10,Delaware,10003,New Castle,2013,2015,140,,Detected (2),DE0000552,Artesian Water Company,211494,,PFOA
10,Delaware,10003,New Castle,2013,2015,680,,Detected (2),DE0000552,Artesian Water Company,211494,,PFHxS
10,Delaware,10003,New Castle,2013,2015,80,,Detected (2),DE0000552,Artesian Water Company,211494,,PFHpA
10,Delaware,10003,New Castle,2013,2015,49.9,,Detected (2),DE0000564,United Water Delaware,97310,,PFOA
10,Delaware,10003,New Castle,2013,2015,53.8,,Detected (2),DE0000564,United Water Delaware,97310,,PFNA
10,Delaware,10003,New Castle,2013,2015,48.8,,Detected (2),DE0000564,United Water Delaware,97310,,PFHpA
12,Florida,12011,Broward,2013,2015,49,,Detected (2),FL4060787,LAUDERHILL  CITY OF,55000,,PFOS
12,Florida,12011,Broward,2013,2015,47,,Detected (2),FL4060925,MIRAMAR (EAST and WEST) PLANTS,128729,,PFOS
12,Florida,12011,Broward,2013,2015,21,,Detected (2),FL4060925,MIRAMAR (EAST and WEST) PLANTS,128729,,PFOA
12,Florida,12033,Escambia,2013,2015,380,,Detected (2),FL1170525,EMERALD COAST UTILITIES AUTHORITY,249872,,PFOS
12,Florida,12033,Escambia,2013,2015,65,,Detected (2),FL1170525,EMERALD COAST UTILITIES AUTHORITY,249872,,PFOA
12,Florida,12033,Escambia,2013,2015,180,,Detected (2),FL1170525,EMERALD COAST UTILITIES AUTHORITY,249872,,PFHxS
12,Florida,12033,Escambia,2013,2015,69,,Detected (2),FL1170525,EMERALD COAST UTILITIES AUTHORITY,249872,,PFHpA
12,Florida,12083,Marion,2013,2015,51,,Detected (2),FL3420922,OCALA  CITY OF (2 WTPS),50924,,PFOS
12,Florida,12083,Marion,2013,2015,53,,Detected (2),FL3420922,OCALA  CITY OF (2 WTPS),50924,,PFHxS
12,Florida,12085,Martin,2013,2015,180,,Detected (2),FL4430259,STUART  CITY OF - WATER PLANT,19000,,PFOS
12,Florida,12085,Martin,2013,2015,27,,Detected (2),FL4430259,STUART  CITY OF - WATER PLANT,19000,,PFNA
12,Florida,12085,Martin,2013,2015,79,,Detected (2),FL4430259,STUART  CITY OF - WATER PLANT,19000,,PFHxS
12,Florida,12086,Miami-Dade,2013,2015,49,,Detected (2),FL4134357,FKAA J. ROBERT DEAN  W.T.P.,86000,,PFOS
12,Florida,12086,Miami-Dade,2013,2015,43,,Detected (2),FL4130871,MDWASA - MAIN SYSTEM,2100000,,PFOS
12,Florida,12086,Miami-Dade,2013,2015,22,,Detected (2),FL4130871,MDWASA - MAIN SYSTEM,2100000,,PFHpA
12,Florida,12086,Miami-Dade,2013,2015,58,,Detected (2),FL4130901,MIAMI BEACH  CITY OF,87933,,PFOS
12,Florida,12086,Miami-Dade,2013,2015,24,,Detected (2),FL4130901,MIAMI BEACH  CITY OF,87933,,PFHpA
12,Florida,12086,Miami-Dade,2013,2015,47,,Detected (2),FL4134513,Miami International Airport,30000,,PFOS
12,Florida,12086,Miami-Dade,2013,2015,50,,Detected (2),FL4130977,NORTH MIAMI  CITY OF,80000,,PFOS
12,Florida,12101,Pasco,2013,2015,160,,Detected (2),FL6512020,ZEPHYRHILLS CITY OF,21823,,PFOS
12,Florida,12101,Pasco,2013,2015,160,,Detected (2),FL6512020,ZEPHYRHILLS CITY OF,21823,,PFHxS
12,Florida,12101,Pasco,2013,2015,17,,Detected (2),FL6512020,ZEPHYRHILLS CITY OF,21823,,PFHpA
12,Florida,12131,Walton,2013,2015,40,,Detected (2),FL1660196,DEFUNIAK SPRINGS W/S  CITY OF,17094,,PFOS
13,Georgia,13055,Chattooga,2013,2015,30,,Detected (2),GA0550003,Summerville,11651,,PFOA
13,Georgia,13055,Chattooga,2013,2015,10,,Detected (2),GA0550003,Summerville,11651,,PFHpA
13,Georgia,13063,Clayton,2013,2015,10.3,,Detected (2),GA0630000,Clayton County Water Authority,270000,,PFHpA
13,Georgia,13115,Floyd,2013,2015,120,,Detected (2),GA1150002,Rome,45586,,PFOS
13,Georgia,13115,Floyd,2013,2015,70,,Detected (2),GA1150002,Rome,45586,,PFOA
13,Georgia,13115,Floyd,2013,2015,40,,Detected (2),GA1150002,Rome,45586,,PFHpA
13,Georgia,13115,Floyd,2013,2015,330,,Detected (2),GA1150002,Rome,45586,,PFBS
13,Georgia,13129,Gordon,2013,2015,40,,Detected (2),GA1290000,Calhoun,49088,,PFOA
13,Georgia,13129,Gordon,2013,2015,370,,Detected (2),GA1290000,Calhoun,49088,,PFBS
13,Georgia,13213,Murray,2013,2015,63,,Detected (2),GA2130000,Chatsworth,29617,,PFOS
13,Georgia,13213,Murray,2013,2015,23.6,,Detected (2),GA2130000,Chatsworth,29617,,PFOA
13,Georgia,13255,Spalding,2013,2015,10,,Detected (2),GA2550000,Griffin,19572,,PFHpA
13,Georgia,13313,Whitfield,2013,2015,120,,Detected (2),GA3130000,Dalton Utilities,99315,,PFBS
17,Illinois,17007,Boone,2013,2015,31.7,,Detected (2),IL0070050,Belvidere,23500,,PFHxS
17,Illinois,17095,Knox,2013,2015,23.4,,Detected (2),IL0950200,Galesburg,31745,,PFOA
17,Illinois,17113,McLean,2013,2015,40,,Detected (2),IL1130200,Bloomington,77610,,PFOA
17,Illinois,17177,Stephenson,2013,2015,180,,Detected (2),IL1770200,Freeport,26443,,PFOS
17,Illinois,17177,Stephenson,2013,2015,59,,Detected (2),IL1770200,Freeport,26443,,PFOA
18,Indiana,18089,Lake,2013,2015,78.3,,Detected (2),IN5245011,Dyer Water Department,16277,,PFOS
18,Indiana,18089,Lake,2013,2015,65.4,,Detected (2),IN5245011,Dyer Water Department,16277,,PFHxS
20,Kansas,20009,Barton,2013,2015,37,,Detected (2),KS2000911,"GREAT BEND, CITY OF",15840,,PFHxS
21,Kentucky,21111,Jefferson,2013,2015,20,,Detected (2),KY0560258,LOUISVILLE WATER COMPANY,764769,,PFOA
21,Kentucky,21191,Pendleton,2013,2015,58.5,,Detected (2),KY0960499,PENDLETON CO WATER DISTRICT #1/SOUTH,3713,,PFOS
23,Maine,23031,York,2013,2015,50,,Detected (2),ME0090760,"KENNEBUNK, KENNEBUNKPORT & WELLS WD",31440,,PFOS
23,Maine,23031,York,2013,2015,290,,Detected (2),ME0091410,SANFORD WATER DISTRICT,14025,,PFOS
23,Maine,23031,York,2013,2015,110,,Detected (2),ME0091410,SANFORD WATER DISTRICT,14025,,PFHxS
24,Maryland,24025,Harford,2013,2015,21.2,,Detected (2),MD0120016,HARFORD COUNTY D.P.W.,104567,,PFOA
25,Massachusetts,25001,Barnstable,2013,2015,430,,Detected (2),MA4020004,"HYANNIS WATER SYSTEM, TOWN OF BARNSTABLE",18000,,PFOS
25,Massachusetts,25001,Barnstable,2013,2015,62,,Detected (2),MA4020004,"HYANNIS WATER SYSTEM, TOWN OF BARNSTABLE",18000,,PFOA
25,Massachusetts,25001,Barnstable,2013,2015,35,,Detected (2),MA4020004,"HYANNIS WATER SYSTEM, TOWN OF BARNSTABLE",18000,,PFNA
25,Massachusetts,25001,Barnstable,2013,2015,270,,Detected (2),MA4020004,"HYANNIS WATER SYSTEM, TOWN OF BARNSTABLE",18000,,PFHxS
25,Massachusetts,25001,Barnstable,2013,2015,58,,Detected (2),MA4020004,"HYANNIS WATER SYSTEM, TOWN OF BARNSTABLE",18000,,PFHpA
25,Massachusetts,25001,Barnstable,2013,2015,33,,Detected (2),MA4172039,MASHPEE WATER DISTRICT,14842,,PFHxS
